,expr
7693,$\mathsf{Pr}r(Y_n > y) = 1 - (1 - \mathsf{Pr}r(X > y))^n$
7694,$X_0$
7695,$f(P)=\mathsf{E}[f(X)]$
7696,$N = G$
7697,${}^{[>169]}$
7698,$\phi_m^o$
7699,$\check g(1-t)^2-\check g((1-t)^2)= 1-2kt+k^2t^2 - (1-2kt+kt^2)= kt^2(k-1)>0$
7700,$t<t_*$
7701,"$\sum_i \rho(X_i, p^*)=a$"
7702,$x_p$
7703,$\mathsf{VaR}_\alpha$
7704,$P(a) = g(S(a))$
7705,$\mathcal Q=\{\mathsf Q_k\}$
7706,$\mathcal D:=\{X\mid X\preceq_2 Y \}$
7707,$i \> 0$
7708,$Z\in L^1$
7709,$\int_{-\infty}^\infty$
7710,"$1,579.14 \$"
7711,"$0, 1/p$"
7712,"$\mathcal R^c_{X,r}$"
7713,"$\displaystyle\int_0^{F(a)} \mathsf{E}[X_i\mid X=q(p)]\,dp + a\alpha_i(a)S(a)$"
7714,$R_i>C_i$
7715,$R_0(t)\le P(0)$
7716,$z_p^{(2)}=z_{p/2}$
7717,$g^{-1}(s)$
7718,$g(S(x))>S(x)$
7719,$\alpha(1-\alpha)(1-s)^{\alpha-1}$
7720,$\mathcal V(X)=\mathsf{E}[X]+c\mathsf{E}[X^2]$
7721,$g(0+) \gt 0$
7722,$-1.2403$
7723,$\rho(X+Y) = \rho(\lambda(X/\lambda) + (1-\lambda)(Y/(1-\lambda))))$
7724,$g(t)=0$
7725,$\delta = (P-L) / (a-L)$
7726,$\mathbb{E}[|X_i|]$
7727,$SdX$
7728,$A(X\wedge a)$
7729,$R_2(t) \ge \mathsf{E}[X_2]$
7730,$1-\beta_i(x)g(S(x))$
7731,"$C/n=Bin(\theta,n)/n$"
7732,$Q(a)=\nu F(a)$
7733,"$[0, 0.25]$"
7734,"$\mathcal Q =\{ \mathsf Q \mid \mathsf Q\ll \mathsf P,\ \alpha(\mathsf Q)=0 \}$"
7735,$f(y;\theta)=c(y)e^{y\theta-\kappa(\theta)}$
7736,$\alpha^2 S$
7737,$P=Pg^{ak}/g^{ak}$
7738,$\mathsf{Pr}r(X=0)=p$
7739,"$i=0,\dots,m$"
7740,$m(a)=S(a) + \delta F(a)$
7741,$\partial Y/\partial X_i$
7742,$\rho_g(X)=\mathsf{E}[X]$
7743,$\hat \theta<\theta_r$
7744,$\mathsf{E}_g[X_i(a)]$
7745,$\mathsf{Pr}(\cdot\mid\mathcal{A})$
7746,$\mathsf{Q}'=\mathsf Q\psi$
7747,$R_0(t)\ge P(0)$
7748,$0<a<\infty$
7749,$Z(X_j)=q_j/p_j$
7750,$X\not\preceq_n Y$
7751,$X_{k+1}-X_k$
7752,$I_2$
7753,"$\{h_j: j=0,\dots,R\}$"
7754,$z_{p/2} \le 2z_p$
7755,$A < kP$
7756,$X_2/X$
7757,$A/L<1$
7758,"$B_4 = [\epsilon_1, \epsilon_2]$"
7759,"$(M,\mathcal{B})$"
7760,$+\infty$
7761,$-N_a<0$
7762,$V_1(m)=m^3V(m)=\sigma^2m^3$
7763,$\mathbf {X_{2}(a)}$
7764,$\epsilon=0.01$
7765,$\mathsf{TVaR}_1(X)=\sup(X)$
7766,$X=X_1$
7767,$a < \infty$
7768,$\Delta=\{ r \}$
7769,$\sqrt{s}>s$
7770,$250$
7771,$(a_2 - (X-a_1)^+)^+ \leftrightarrow$
7772,$EL(a)$
7773,$A \pm \epsilon$
7774,$\mathsf{E}_Q[0]=0$
7775,$(g-S)dX$
7776,$p<0.01$
7777,"$b\in (-1,1)$"
7778,"$F,f,P,M,Q$"
7779,$s\le s^*$
7780,$X_{\mathsf j(a)+1}>a$
7781,$1-X$
7782,$\mathsf{j}(a)=4$
7783,$\{X_t=x\}$
7784,$s'$
7785,$\mathsf{E}[Y^n]$
7786,$h>0$
7787,$\mathsf{Pr}(\bigcup_i B_i \mid\mathscr{G})_{\omega_0} = \sum\mathsf{Pr}(B_i\mid\mathscr{G})_{\omega_0}$
7788,$v(A\cup B)\le v(A)+v(B)$
7789,$\|\cdot \|_\rho=\rho(|\cdot |)$
7790,$\displaystyle\int_0^\infty g(S(x))dx$
7791,"$c = 0.5,1.0,\dots,2.5$"
7792,$\phi(s)=(1-p)^{-1}$
7793,$a_{0}$
7794,$\rho_m(Y)\le b_m$
7795,$P_1(t) = \mathsf{E}[\tilde X_1 g'S_t]\le \sup_{\mathsf Q} \mathsf{E}_Q[\tilde X_1] = \rho(\tilde X_1)$
7796,$Q_i$
7797,$(Z)$
7798,$c(x)=\rho(\sum_i x_iX_i)$
7799,"$\mathsf{CP}(\lambda, B) \sim \mathrm{Poisson}(\lambda p)$"
7800,$I/a + U/P > 0$
7801,$K_0(t)=\kappa(t)$
7802,$p_s\mapsto \bar p_s$
7803,$X=G\circ F(\bar x)$
7804,$\rho\ge \mathsf{VaR}$
7805,$\rho_{\mathsf{Dual}}$
7806,$l\ge 0$
7807,$\rho(\mathsf{E}[X_2\mid X_1])\le \rho(X_2)$
7808,$\delta < 0$
7809,"$79,807,699 |       11.6% |        $"
7810,$\mathsf{E}[ X_i]= M^{-1} \sum_{j}X_{i}^{( j )}$
7811,$P=L + d(a-L)$
7812,$g'(s-)$
7813,$\omega > 1/n$
7814,$p=0.05$
7815,$\bar M_i(a)>0$
7816,"$(x)^- = \max(-x, 0)$"
7817,$s<t$
7818,"$\forall x\ \forall p\ \exists y[\forall u(u\in y\leftrightarrow(u\in x\wedge \phi(u,p)))]$"
7819,$q(p)=-\log(1-p)/\mu$
7820,$p=e^\theta/(1+e^\theta)$
7821,$Y_\theta$
7822,$\mathsf{VaR}_q(X) = \mathsf{Var}_p(X)$
7823,$\rho=0.4$
7824,$X=q(X)$
7825,$\mathsf{Pr}r(L'\ge l)$
7826,$E2=0$
7827,$\alpha(x) S(x)>\beta(x) g(S(x))$
7828,$\mu\to\infty$
7829,$\mathsf{cv}(X)=\sqrt{e^{\sigma^2}-1}$
7830,$g(s)=ks^\alpha(1-s)^\beta$
7831,$u'''\ge 0$
7832,$Q_k = \Delta X_k - P_k$
7833,$r_h<0$
7834,"$(1-w_{p_i,p_j})\mathsf{TVaR}_{p_i}(Y) + w_{p_i,p_j}\mathsf{TVaR}_{p_j}(Y)$"
7835,"$Y_i\sim N(\mu, \sigma^2 / w_i)$"
7836,$p = 1-1/200 = 0.995$
7837,$\mathsf{E}[X]=c$
7838,$\mathsf{Pr}r(\cdot\mid N)$
7839,$P^T_S(\cdot\mid\cdot):\mathcal{A}\times M\to\mathbb{R}$
7840,$A + \mathsf E[B] \rho(B - \mathsf E[B]) = A + \rho(B)$
7841,$t_1^*-\epsilon$
7842,$p\nu(p)$
7843,"$12,500 at poiicy inception: \$"
7844,"$\max(x,0)$"
7845,"$1 billion in debt equity has met a similar response, Mr. Butler said. He cited the case of Chase Manhattan Bank. It was willing to put up $"
7846,$\mathsf{Var}(L(\nu))=\nu\mathsf{Var}(L(1))$
7847,$\mathsf{VaR}_{0.95}(X)=3395$
7848,"$\mathrm{Tw}_p(\mu, \sigma^2)$"
7849,$a_i=\mathsf{E}_\mathsf{Q}[X_i]$
7850,$q=q_j$
7851,$\sigma\sqrt{t}$
7852,$\psi_i(a)=\mathsf{E}(X_i/Y \mid Y>a)$
7853,$r_{O} = m/(1 - m).$
7854,$Z=(1-p)^{-1}1_A$
7855,$W=99$
7856,$\mu = \delta_\alpha$
7857,$a=100$
7858,$f^*=(L^t)^+m$
7859,$r/(1+r)$
7860,"$\{x_1,...,x_n\mid X < \max(X)-\epsilon\}$"
7861,"$a_{X,r}(Y)$"
7862,$X(\omega)$
7863,$1/(1+r) = 0.893$
7864,"$^{\,9}$"
7865,$p'<p$
7866,"$Z_1,\dots,Z_t$"
7867,$\mathsf E[X] =\int_\Omega S(x)dx$
7868,$f_u$
7869,$g(s)\le 1$
7870,$\rho(X)=r_X$
7871,$\mathsf{E}[x_{t-1} x_s] = \mathsf{E}[\mathsf{E}[x_{t-1} x_s \mid \mathscr{F}_{t-1}]] = \mathsf{E}[x_{t-1} \mathsf{E}[x_s \mid \mathscr{F}_{t-1}]] = \mathsf{E}[x_{t-1} x_{t-1}] = \mathsf{E}[x_{t-1}^2]$
7872,$A = \bigcap_{n=1}^{\infty} A_n$
7873,$\mathbf{u}=0$
7874,$P=\mathit{EL} + d(a - \mathit{EL})$
7875,$g_1F$
7876,$ROL = EL + \lambda  (\mathit{EL}  (1 - \mathit{EL})/w)^{1/2}$
7877,$C(u)$
7878,$\sigma_2=1$
7879,$\log(\phi(x)) = -\log(\sqrt{2\pi}) - \frac{x^2}{2\ln(10)}$
7880,"$(0.2, 0.3)$"
7881,$P=\rho_{g}(X)$
7882,$s=(1-T_{R-1})/\phi_R = s^\star$
7883,$H_k((X)\le H_k(Y)$
7884,$\phi(p')\ge\phi(p)$
7885,$\exists$
7886,$e^{\theta_2 y}$
7887,$k\text{ROL}$
7888,$c(\sum_{i\in S} X_i)$
7889,$\sum_i a_i\omega^{gi}$
7890,$L^1$
7891,$g(S(0-))=1$
7892,"$t=0,1,2$"
7893,$x+\tau$
7894,$10 + \$
7895,$T\mathsf{Pr}(A)=\mathsf{Pr}(T^{-1}(A))>0$
7896,$1-\tilde p=g(1-p)$
7897,$dt^2$
7898,$Z=z(X)$
7899,$\rho(X+X_i)=\rho(X)+\rho(X_i)$
7900,$X=98$
7901,$X\Delta S$
7902,$B\subset E$
7903,$\mu_*(E_0)=0$
7904,$n^2$
7905,$\sigma/\mu$
7906,$\alpha_i(a)S(a)=\mathsf{E}[(X_i/X)1_{X>a}]$
7907,$\phi'(p)$
7908,"$835,979,663 payable in installments over the life of the contracts. The minimum payments remaining under these contracts as of December 31, 1997 are $"
7909,$P_0(0)=P(0)$
7910,$g(s)\ge s$
7911,$r_0=0.01$
7912,$F_0 = P_{act}-P = I-R$
7913,${\mathsf{Q}}$
7914,$\{X=a\}$
7915,"$P(t)=F(a(t), t)$"
7916,${}^nS^{-1}(t) = \displaystyle\int_0^t {}^{n-1}S^{-1}(p)dp$
7917,"$968,000 - (80%)(\$"
7918,$\mathsf{VaR}_p>2000$
7919,$(\beta_i g(S))'(x)=-\mathsf{E}[X_i\mid X=x]g'(S(x))f(x)/x=-\kappa_i(x)g'(S(x))f(x) / x$
7920,$x<d:={case.ports['Gross'].q(0.0001)/1e6:.1f}M$
7921,$0.868674836252965$
7922,$Wf$
7923,"$\forall x\forall p\exists y[\forall u(u\in y\leftrightarrow(u\in x\wedge \phi(u,p)))]$"
7924,$\hat p = F(x) = 1-g^{-1}(1-p)$
7925,$1 \times 10^9$
7926,$\check g(st)=vst > v^2st = \check g(s)\check g(t)$
7927,$1_B$
7928,$B_\cdot$
7929,$0.8 \times 1.2 = 24/25$
7930,$-g''(t) = w \delta_{\alpha_1}/\alpha_1 + (1-w) \delta_{\alpha_2}/\alpha_2$
7931,$1-g_\tau(s)$
7932,$\lambda\in\mathbb R^+$
7933,"$h(x)=\sup_{s\in[0,1]} g(s)-sx$"
7934,$\rho(0)=\rho(0\cdot X)=0\rho(X)=0$
7935,$iR$
7936,$g(s) \ge  1$
7937,$q(p^*)={port.q(pstar)}$
7938,$\mathsf{E}_g(X\wedge a)$
7939,$m_0$
7940,$\mathsf{E}[X\_1]$
7941,"$(1-S(x),x)=(p,q(p))$"
7942,$\mathsf{E}[XM]$
7943,$\rho(X)=\log\mathsf{E}(\exp(\alpha X))/\alpha$
7944,$a_{2}$
7945,$e^{\mu+\sigma^2/2}\mathsf{Pr}hi(-d+\sigma))=\mathsf{E}[X1_{\{X>a\}}]$
7946,$m^2+bm+c$
7947,$s = s_l (1 - s) + s_u s$
7948,$s_1$
7949,$X > x$
7950,$N=2^{256}=10^{77}$
7951,$v\pi = \iota K$
7952,$x_s$
7953,$\mathsf{Pr}r(X > x)$
7954,$a_i=a_{i+1}=\dots=a_{i+l}$
7955,$T'(p)$
7956,$R_1(t) \le \frac{1-t}{t}P(0) + P(1)$
7957,$\rho(X) = \rho(\mathsf{E}[X | A]1_A + E[X | A^c] 1_{A^c})$
7958,$s_2=1$
7959,"$160,000 + \$"
7960,$\mathsf{E}[\cdot\mid Y]$
7961,$\mu = \kappa'(\theta)$
7962,$h(p)=1-g(1-p)=1-(1-p)^{1/3}$
7963,$\mathsf{E}(W\mid X\ge 100) = 99/4=19.8$
7964,"$\rho\in \mathcal R^b_{X,r}$"
7965,$\mathsf{E}[X_i]=100$
7966,"$\Omega=\{x_1,\dots,x_n\}$"
7967,$\mathbf {\alpha_1S\Delta X}$
7968,$\int_\Omega \zeta=1$
7969,"$0,1$"
7970,$\dfrac{X_1}{a_1} \dfrac{ta_1+(1-t)x0}{tX_1+(1-t)x0}\ge 1$
7971,$\theta_s<0.5$
7972,$\mathscr{O}(\zeta)\subset\mathcal{A}$
7973,$\mathsf{E}_{\mathsf{Q}}[X\wedge a]$
7974,$P=\nu L +\delta a$
7975,$u''' \ge 0$
7976,"$(\nodespc/2, -\nodespc/2%)$"
7977,$v+d=1$
7978,$\eta=0.49$
7979,$X+Z$
7980,$\mathsf{Pr}r(X=x_i)=\mathsf{Pr}r(X>x_{i-1})-\mathsf{Pr}r(X>x_i)=S(x_{i-1})-S(x_i)$
7981,${}^{[>78]}$
7982,$g(S(x))=\exp(-bH(x))$
7983,$\mathsf{E}[X\mid \mathscr{G}](\omega)$
7984,$0.9$
7985,$\ell(I_k)$
7986,$\rho_t(X) \le \mathsf E[\rho_{t+1}(X)\mid \mathcal F_t]$
7987,$e^x=m$
7988,$160.57 \$
7989,$g(0)=0$
7990,$\rho(X)\le-\rho(-X)\le 0$
7991,$M^i = P^i-L^i$
7992,"$3,000 \$"
7993,$g/(1-g)$
7994,"$k+1,\dots,n$"
7995,$\sum_i \zeta_i^2 = 1$
7996,$\alpha\to 0$
7997,$\mathsf{E}[(X-\mu)^2]$
7998,"$d=1,\dots,N$"
7999,$U_j$
8000,$K = (B)^{a} = g^{ba}$
8001,"$242,000 = \$"
8002,$Mg+F_2>Mg$
8003,$X\wedge a=\sum X_i(a)$
8004,$\phi(p)=g'(1-p)$
8005,"$Cov(X,Y)\le\sqrt{V(X)V(Y)}$"
8006,$\bar P(a)=\rho_g(L_0^a(X))$
8007,$\mathcal{N}_X(X_i(a))$
8008,$\dfrac{\partial l}{\partial \mu}=\dfrac{y-\mu}{V(\mu)}$
8009,"$\delta_{p_1},\delta_{p_2}$"
8010,"$\mathsf{E}(\min(X,a))=\mathsf{E}(X\wedge a)$"
8011,$E[s|W=t]$
8012,"$\rho^E(t_1,t_2)(X)$"
8013,$S\mid \mathcal{B}$
8014,$\bar F'(x) = F(x)$
8015,"$1.4 billion in excess of the CEA' s claims paying ability, which may not exceed an amount equal to the $"
8016,$F^{(-2)}(p)$
8017,$y_{i}$
8018,$Y_t$
8019,$X_2=c$
8020,$n\mathsf{Pr}r(Y > y_c)$
8021,$\rho_1(X\wedge a)<\rho_2(X\wedge a)$
8022,"${}^{[<331,10]}$"
8023,$A+B$
8024,$a_i = \mathsf{VaR}_p(X) - \mathsf{VaR}_p(\sum_{j\not=i} X_j))$
8025,"$1,000,000,000) plus costs of issuance and sale of those revenue bonds or other debt and amounts paid or payable to bond issuers and providers of credit support and letters of credit for, and interest on, those revenue bonds or other debt, regardless of the frequency or severity of earthquake losses at any and all times subsequent to the creation of the authority. Once the authority has levied policy surcharges in an amount equal to the sum calculated pursuant to paragraph (3) of subdivision (a) of Section 10089.23, and in no event more than one billion dollars ($"
8026,$\mathscr F_1$
8027,$t_i$
8028,"$245,099.97 = \$"
8029,$q_2$
8030,$z(X)$
8031,$\nu_p=(1+\rho_p)^{-1}$
8032,$\mathsf{CTE}_p$
8033,$M = \beta g(S)-\alpha S$
8034,"$c(y)=\binom(n, k)\delta_k$"
8035,$\tilde\Theta$
8036,$g = s^{0.4}$
8037,$\nabla a = \nabla P + \nabla Q$
8038,$\forall t\in M$
8039,$\emptyset = \forall x(x!=x)$
8040,$k\cdot R\cdot O\cdot L$
8041,"$X(x,-x)\equiv 0$"
8042,$x_j < \mathsf{TVaR}_{p_j}$
8043,$\Delta G = \Delta H - T\Delta S$
8044,$a/x$
8045,$M^1$
8046,"$a \in_{R} \{2,\dots,p-2\}$"
8047,$g(S(x)) > S(x)$
8048,$T(x)=\{2x\}$
8049,$\mathsf E[X\mid I](\omega)=\mathsf E[X\mid I=I(\omega)]$
8050,$X^y:=0$
8051,$\mathsf E[X\mid I=\iota_i]$
8052,$\mathit{ROL} = \exp( \alpha_{0} + \alpha_{1}  \log(\mathit{AEL}) )$
8053,$T_n = \sum_{i=1}^{n} T(X_i)$
8054,"$ Finally, since we are interested in the left-shift $"
8055,$\mathsf{TVaR}_p(X)= \sum_i X_iZ_i / 10$
8056,"$\mathsf P(\{ \omega\mid X(\omega)=X(\omega_0), \omega \le \omega_0 \})$"
8057,$\mathsf{Pr}r(X < x)\le p\le\mathsf{Pr}r(X\le x)=F(x)$
8058,$\sqrt{x_2/\lambda}$
8059,$p-p\nu_p = p\delta_p$
8060,$t<s^\star$
8061,$M/EL$
8062,$M^+=\sum_i M_i^+$
8063,$\mathsf E[X] = \mu$
8064,$D(F)\cap A$
8065,$r \leq q$
8066,$p=p_{+}$
8067,$X_i(a)$
8068,$r_U$
8069,$\sigma^2c^{2-p}\to 0$
8070,$\displaystyle\int_0^1 q(p)dp$
8071,$r=0.06$
8072,$\iota_i = {M_i}/{Q_i}$
8073,$\alpha_i(x)=\mathsf{E}\left[\frac{X_i}{X}\mid X > x \right]$
8074,$Z_1=q_Z(F_X(X))$
8075,$s(X)=s(X;\mu)$
8076,$p^-$
8077,$\rho(X_i\wedge a_i)$
8078,$\lim_{t\to 0}a(X_1; X+tX_1)=a(X_1;X)$
8079,"$(x,y)\mapsto (x,y)$"
8080,$P+Q-L=L+M+Q-L=M+Q$
8081,$n = 1$
8082,$ROL = a + b\ \mathit{EL} + c \ C(t)$
8083,"$p_i \in [0,1]$"
8084,$j \ge  0.99M$
8085,$\mathbb{Q}=\pi_Y(\R)$
8086,"$\exists\, s_0\in(0,1):\ g(s)=1 \ \forall s\ge s_0$"
8087,$<\alpha$
8088,$\beta_i(t)g(S(t)) = \mathsf{E}[(X_i / X) g'(S(X)) 1_{X > t}] = \mathsf{E}_g[(X_i / X) 1_{X > t}]$
8089,$\lambda(p=1)=0$
8090,$\tilde \rho(X)=\inf\{ \alpha \mid X+\alpha \in\mathcal{A} \}$
8091,$X_k=X_0+k$
8092,$X_t=X-t\bar X \le X$
8093,$1<\alpha<2$
8094,$\mathsf{TVaR}_{0.9}$
8095,$Y=Y(\mathbf{X})$
8096,$X= \sum_iX_i$
8097,$\rho(\cdot\mid \mathscr F_1)$
8098,$a=b^c$
8099,$b \urcorner$
8100,$T=t$
8101,$\omega\mapsto \psi=F(X(\omega))$
8102,$\mu + h\sigma$
8103,$b + v_i / r$
8104,$\xi(\omega)=\xi(X \mid \mathscr{G})(\omega)$
8105,$X_n=1/n$
8106,$\nu(0.5)=1/(1+\iota^*)$
8107,$\Delta_{2}$
8108,$a(X)=\mu+4\sigma$
8109,$L_0^a(X)=X\wedge a$
8110,"$P:\mathscr{F}\times\Omega\to[0,1]$"
8111,"$25,000) for individual condominium units of one hundred thirty-five thousand dollars ($"
8112,$\kappa_1(X)$
8113,$f=(1-p)^{-1}1_A$
8114,$p=0.98$
8115,$\alpha \ge s_0 g'(s_0)/g(s_0)$
8116,$g:\Omega\times\Omega\to\mathbb{R}^2$
8117,"$\{f' \in L_q \mid f'=1+f-\mathsf{E} f,\  \|f\|_q\le c \}$"
8118,$q = 1-p$
8119,$c=\mathsf{Var}(G)=\nu^2$
8120,$q_X(U)$
8121,$\mathsf{E}[X_i \mid X=q(p)]$
8122,$t_1 > t_2$
8123,$\mathsf{E}[X_m\mid X_{m+n}=x]=mt/(m+n)$
8124,"$\mathsf{cov}(N, Z_0)<0$"
8125,$\hat y_i$
8126,$N=20$
8127,$R_1(1)=P_1(1)$
8128,"$\rho(X) = \max\,\{ \mathsf{E}[\zeta X] \mid \zeta\in\mathcal{M} \} = \int q_\zeta(s)q_X(s)ds$"
8129,$\mathsf P_I^g$
8130,$s<0.5$
8131,$\nu(p)-l(p)= \nu^*\sqrt{(1-p)/p}$
8132,"$m=m_{p_i,p_j}$"
8133,$1=\delta+\nu$
8134,$X_j=x$
8135,$g'\left (S_{X\wedge a}(X\wedge a)\right )$
8136,$p:=1-s$
8137,$V(\phi)$
8138,$\mathsf{E}[1/X_i \mid X>a]$
8139,$n/(n-1)=1/p$
8140,"$2,000,000,000), regardless of the frequency or severity of earthquake losses at any and all times subsequent to the creation of the authority. Once a participating insurer has paid amounts equal to its residential earthquake insurance market share percentage multiplied by two billion dollars ($"
8141,$a=\mathsf{E}_\mathsf{Q}[X]$
8142,$a(f + (1-f)/q)$
8143,$P(A\cup B)\le P(A)+P(B)$
8144,$P(\{\omega_1\})=1/3$
8145,"$(s_{R+1},g_o)$"
8146,$1_\omega(\omega')=1$
8147,$-U$
8148,$E_0+a_2$
8149,$dx\to 0$
8150,$g((1-t)^2)=(1-k)+k(1-2t+t^2)=1-2kt+kt^2$
8151,$>P(1)$
8152,$\mathit{LGD}$
8153,$\rho'(x)=U'(-x)$
8154,$P=\mathsf E_q[.]$
8155,"$\omega\in[0,1]$"
8156,$\delta\downarrow 0$
8157,$n^y=0$
8158,$L_a^\infty$
8159,$n=N-1$
8160,"$\mathsf{Tw}^*(\lambda, \alpha, \beta)$"
8161,$X_2=2$
8162,$\times T^4 \propto 4\pi R^2T^4$
8163,$\mu\{ l<1\}=0$
8164,$k(t):=\log(M(t))$
8165,$\mathsf{E}[X\mid X>2000]-2000=\mathsf{TVaR}_{F(2000)}(X)-2000=624$
8166,$\kappa_i(x)\approx x -\sum_{j\not=i} \mathsf{E}[X_j]$
8167,$h$
8168,"$f(\cdot, t)$"
8169,"$c(1,2,3)-c(2,3)$"
8170,"$425,642,634 |       10.7% |       $"
8171,$t-dt$
8172,$0\le X_n\le 1$
8173,$-1<-\alpha<0$
8174,"$\rho(X) = \int (vS(x) +d)\, dx = v\mathsf{E}[X] + da$"
8175,$D/L=\mathsf{E}[A\wedge L]/\mathsf{E}[L]$
8176,$1-v^{n-2}$
8177,$\mathsf{E}|X|<\infty$
8178,$l(p) = v(1-\sqrt{(1-p)/p})$
8179,$A(c)=c$
8180,$\kappa'(\theta)=\left(\dfrac{\theta}{\alpha-1}\right)^{\alpha-1}$
8181,$. By comparison $
8182,${}^{[>2]}$
8183,$P_k = g(S_k)\Delta X_k$
8184,$\omega_i$
8185,$\lim_{\mu\to 0} V'(\mu)=\delta$
8186,"$t\in[t_1^*,t_1^{**}]$"
8187,"$j=1,\dots, d$"
8188,"$\int g(S(x))\,dx$"
8189,$\mathsf{Pr}r(X>a)=S(a)$
8190,$\rho(X) = n\rho(X/n)$
8191,$\rho(X) \ge \rho(Y)$
8192,$\mathsf{Pr}r(S_T > a)=\mathsf{Pr}r(X_T > a/S_0)=1-\mathsf{Pr}hi\left([\log(a/S_0)-(r-\sigma^2/2)T]/\sigma\sqrt{T} \right)=\mathsf{Pr}hi(d^*-\sigma\sqrt{T})$
8193,$x^{\alpha}e^{\theta x}/x$
8194,$\rho:\mathcal{S}\to \mathbb{R}$
8195,$X<a$
8196,$i= \alpha/(1-\alpha)$
8197,"$\mathrm{rcdf}(\mathsf{Pr},\mathscr{G})$"
8198,$dF=-dS$
8199,$0.999$
8200,$BM^2-t$
8201,$F(x)=1-e^{-\mu x}$
8202,"$[1,\infty)$"
8203,$0<k<a$
8204,$\mathsf{TVaR}_{0.95}$
8205,"$(anch.west |- lee.north)+(-0.125,0.25)$"
8206,"$\int_0^1 j(x)\,dx=\infty$"
8207,$1-g(S(x))$
8208,$g(t-dt)=g(t)-g'(t)dt$
8209,$\rho(X+Y) = \rho(X) + \rho(Y)$
8210,$\nu = 1/(1+\iota)$
8211,$B(p)=1$
8212,$F_g(x) = 1- g(S_X(x))$
8213,$M(x)=g(S(x))-S(x)$
8214,$\mathsf{E}\_\mathsf{Q}[(X\wedge a)\_1(a)]$
8215,$(m-1)(\frac{a^2+1}{a^2}-\frac{2m}{a^2}+\frac{m^2}{a^2})$
8216,$j = 0$
8217,$\alpha_{Cat}$
8218,$\mathsf{P}(d\omega)$
8219,$\mathsf{E}_{\mathsf{Q}}[\cdot]$
8220,$A_k$
8221,$\mathsf{E}[X_i/X \mid X> a]$
8222,$\sigma^2 t$
8223,$\mathsf P_I$
8224,$a\ge \sup(X)$
8225,$\tilde U$
8226,$A_1=X$
8227,$u_j$
8228,$X^2$
8229,$V(a) = 1_{X > a}$
8230,$\rho(X+Y)\ge\rho(X)+l(Y)$
8231,$ rather than 1. Since $
8232,$1 in a layer with loss probability $
8233,"$(s,1)$"
8234,$L_d^{d+l}$
8235,$\nu^{-1}\mathsf{E}[\nu(X)]$
8236,$\mathsf{Pr}r(|X_n(\omega)-X(\omega)|>\epsilon)\to 0$
8237,$\mathscr{P}=\{\mathsf{Q} \mid d\mathsf{Q}/d\mathsf{P} \le 1/(1-p) \}$
8238,$0<t<1$
8239,$\mathcal F_i$
8240,$\rho_a(kX) = \rho(kX \wedge a(kX)) = \rho(kX \wedge ka(X)) = \rho(k(X\wedge a(X))) = k\rho(X\wedge a(X)) = k\rho_a(X)$
8241,$\kappa_2(10)$
8242,$1.917\times 10^6$
8243,$\rho_{Dual}$
8244,$m_j=m(\{p_{j}\})$
8245,$\max$
8246,"$x\in[0,1]$"
8247,$g \cdot dX$
8248,${}^\blacksquare$
8249,$x\not=0$
8250,$\theta_r=0.40$
8251,$\hat\beta$
8252,$s < 0.2$
8253,$f(kb)b$
8254,$\mathsf{E}[(X-A)^+]$
8255,$B\subset A$
8256,$1-(1-s)^\alpha$
8257,$P(t)\le (1-t)P(0)+tP(1)$
8258,$x=\lambda y + (1-\lambda)z$
8259,$p(1-\nu_p)$
8260,"$X,$"
8261,"$q \in [p,1]$"
8262,"$\mathrm{ED}(\mu, \sigma^2)$"
8263,$x_i\mapsto x_i f_i(x_i)$
8264,$0=q(0)=q(Y+(-Y))\le q(Y) + q(-Y)$
8265,$\mathsf{E}[X_1]\ge 0$
8266,$\rho L = \iota Q$
8267,"$b, -b$"
8268,$\mathsf{E}[U(X)]$
8269,$\mathsf E[X]$
8270,$q(0.1)=1$
8271,$\int_0^1 x^{\alpha} e^{-x\beta}dx<\infty$
8272,$A\subset B$
8273,$\mathsf{Var}(Z)=\sigma^2V(\mu)$
8274,$\mathsf{E}(X)=\int_0^\infty xf(x)dx$
8275,$z_p=\mathsf{Pr}hi^{-1}(p)$
8276,$U_n$
8277,"${}^{[<20,72]}$"
8278,"$Mg,Fe)_2SiO_4$"
8279,$\rho(X)=\mathsf{E}(Xg'(S(X)))=\mathsf{E}_Q(X)$
8280,$a=15$
8281,$(1-s) - (1-g(s)) = g(s)-s$
8282,$p=p_-$
8283,$=q-\epsilon\mathsf{E}_q(X_2)$
8284,$\mathbf {x_0}$
8285,$\dfrac{\partial \eta}{\partial \beta_i}=x_i$
8286,$P(a)$
8287,$Y\equiv 1$
8288,$3.8\times 10^{26}$
8289,"$N_1=m, N_2=n$"
8290,$A:=\{i \mid z_i = \zeta\}$
8291,$\rho^\star(X)=\rho(X)$
8292,$2/6$
8293,$a=a_1 + a_2$
8294,$2(2l+1)$
8295,$(1-\nu_p-il_p)/(\nu_p-l_p)=\rho_{1/2}$
8296,$p_i$
8297,$g'(t)=\phi(1-t)\ge 0$
8298,$\ge$
8299,"$\displaystyle\int_0^1 q(p)\,dp$"
8300,$t=-\log(s)$
8301,$Y_{s+t}-Y_s$
8302,$ the net effect of this transformation is to shift left by $
8303,$\nu=0.86956$
